rxcui,og_score,og_query,rxnorm_concept,new_score,new_score_ord
89905.0,50,child multivitamin,,0,0
1650166.0,57,precise extra strength pain relieve cream,,0,0
200033.0,100,carvedilol tab 25 mg,carvedilol 25 MG Oral Tablet,46,21
8339.0,50,piperacillin base,piperacillin,70,70
42602.0,50,bumetanide actavis,Tavist,16,27
200328.0,57,capecitabine oral 450.0 mg tablet,capecitabine 500 MG Oral Tablet,60,24
374185.0,67,trazodone hydrochloride oral,trazodone Oral Tablet,42,42
308429.0,43,"atovaquone 1,500 mg suspension",atovaquone 150 MG/ML Oral Suspension,66,25
1436170.0,46,avobenzone\homosalate\octisalate\octocrylene\oxybenzone topical,,0,0
105585.0,100,methotrexate oral 2.5 mg tablet,methotrexate 2.5 MG Oral Tablet,61,25
1429950.0,67,pyrimethamine\sulfalene,,0,0
5487.0,100,hctz,hydrochlorothiazide,21,21
2110324.0,21,alfalipoic acid 60 mg,,0,0
203457.0,33,benadryl po prn,Benadryl,46,46
2166196.0,38,levothyroxine 175mcg daily,5 ML levothyroxine sodium 0.04 MG/ML Injection,36,36
9853.0,100,na,sodium,0,0
2107641.0,42,vitis vita k plus d oral 1 df tablet,,0,0
966224.0,83,levothyroxine sodium oral 125 mg,levothyroxine sodium 0.125 MG Oral Tablet,60,39
1292422.0,100,varicella vaccine,varicella-zoster virus vaccine live (Oka-Merck) strain,31,31
1192662.0,100,prenatal 1,,0,0
857001.0,55,hydrocodon?apap 10?325 oral 1.0 df coated tablet,acetaminophen 325 MG / hydrocodone bitartrate 10 MG Oral Tablet [Norco],22,21
218488.0,100,multivitamin + mineral,,0,0
38404.0,100,topiramate,topiramate,100,100
217335.0,50,gentle laxat,,0,0
1596.0,50,external-bisacodyl,bisacodyl,50,50
10349.0,50,technetium tc-99 m sodium pertechnetate intravenous 2.5 mci radionuclide generator,sodium pertechnetate Tc 99m,28,29
858068.0,75,colory,Colcrys,57,57
1165654.0,38,fluticasone propionate\salmeterol xinafoate inhalation 1 df inhaler,fluticasone / salmeterol Inhalant Product,44,31
2471655.0,33,multivi/fl,,0,0
1895.0,100,calcium,calcium,100,100
285046.0,100,axert,Axert,80,80
9853.0,100,na,sodium,0,0
24391.0,100,estradiol enanthate,,0,0
979094.0,75,plaquenil 200 tablet,hydroxychloroquine sulfate 200 MG Oral Tablet [Plaquenil],26,28
8737.0,25,profilax,proline,50,50
3008.0,33,cyclosporine opthalmic emulsion,cyclosporine,38,38
8516.0,100,polyethylene-glycol,polyethylene glycols,90,25
1649485.0,83,ivabradine oral 2.5 mg tablet,ivabradine 5 MG Oral Tablet,62,20
8794.0,50,propyl-thiouracil,propylthiouracil,94,94
1986372.0,80,olive oil\soybean oil intravenous,olive oil / soybean oil,54,39
218337.0,100,methadone hydrochloride,methadone hydrochloride,100,100
353098.0,100,xyrem,Xyrem,80,80
402015.0,67,oral 40.0 mg gastro-resistant coated tablet,omeprazole 40 MG Delayed Release Oral Tablet,29,25
669602.0,50,rena,Rena-Vite,33,33
1718292.0,67,omega 3 6 9,,0,0
5224.0,33,heparin 7500 unit,heparin,41,41
847254.0,53,humalog mix75/25 kwikpen subcutaneous 96.0 iu suspension for injection,"3 ML insulin lispro 25 UNT/ML / insulin lispro protamine, human 75 UNT/ML Pen Injector [Humalog Mix]",22,21
4492.0,38,5-fluoruoracil,fluorouracil,71,71
2049641.0,88,clinadamycin gel,,0,0
9853.0,100,na,sodium,0,0
1256.0,100,azathioprine,azathioprine,100,100
313585.0,88,venlafaxine hydrochloride extended?release capsule usp 75 mg oral,24 HR venlafaxine 75 MG Extended Release Oral Capsule,36,49
619693.0,100,peramivir,peramivir,100,100
32937.0,33,paroxetine transdermal patch,paroxetine,35,35
997606.0,50,raxone,CerAxon,42,42
1306292.0,27,oral 3.0 df film-coated tablet,cobicistat 150 MG / elvitegravir 150 MG / emtricitabine 200 MG / tenofovir disoproxil fumarate 300 MG Oral Tablet,17,16
245134.0,50,fentanyl iv 25 mcg,72 HR fentanyl 0.025 MG/HR Transdermal System,28,17
6185.0,75,lobetolol,labetalol,77,77
858359.0,100,acuvail,Acuvail,85,85
220091.0,50,sulfatrim ped,Sulfatrim,61,61
140108.0,100,caspofungine,caspofungin,91,91
4301.0,100,omega 3,omega-3 fatty acids,31,31
1659149.0,67,piperacillin sodium\tazobactam sodium intravenous 4.5 g,piperacillin 4000 MG / tazobactam 500 MG Injection,43,36
309594.0,75,b -12 injection,vitamin B12 1 MG/ML Injectable Solution,30,23
197700.0,83,fluconazole oral 200.0 mg tablet,fluconazole 200 MG Oral Tablet,59,28
1370459.0,63,ascorvit,ascorbic acid 2-sulfate,30,26
619074.0,83,vitamin b12/fa  tablet,folic acid / vitamin B12 Sublingual Tablet,40,42
579247.0,58,acidophillus citrus pectin 25 million cell/100 mg,Lactobacillus acidophilus 25000000 UNT / pectin 100 MG Oral Tablet,27,33
966250.0,43,synthroid 100mcg one po daily,levothyroxine sodium 0.1 MG Oral Tablet [Synthroid],23,27
6470.0,50,loarazapam,lorazepam,80,80
217519.0,67,heparin lock,,0,0
217731.0,50,winuf,InFed,0,0
204276.0,75,pirazol,Virazole,75,75
372650.0,57,hydrochlorothiazide\losartan oral 1.0 df tablet,hydrochlorothiazide / losartan Oral Tablet,74,46
8591.0,100,potassium chloride,potassium chloride,100,100
706829.0,67,risperdal consla  50.0 mg injection,risperidone 50 MG Injection [Risperdal],33,30
313988.0,57,furosemid nycomed oral 40.0 mg,furosemide 40 MG Oral Tablet,46,20
1542963.0,22,raw garden of life child 's probiotic,,0,0
1102136.0,63,victrelis 200 mg tvrde kapsule oral 800 capsule,boceprevir 200 MG Oral Capsule [Victrelis],40,36
10602.0,100,timoptol,,0,0
224894.0,100,calcimar,,0,0
577961.0,80,amphetamine dextroamphetamine 20 mg,amphetamine aspartate 5 MG / amphetamine sulfate 5 MG / dextroamphetamine saccharate 5 MG / dextroamphetamine sulfate 5 MG Oral Tablet,23,23
9853.0,100,na,sodium,0,0
1864248.0,43,hydrochlorothiazide\olmesartan medoxomil oral 3.0 df,,0,0
107606.0,100,bupivacaine\epinephrine,bupivacaine / epinephrine,88,88
215839.0,75,calcium with vit d/ min,,0,0
827159.0,75,calcium 600 + vitamin d,,0,0
1162823.0,80,lanolin\mineral oil\petrolatum topical,lanolin / mineral oil Topical Product,50,13
854905.0,83,bisoprolol actavis oral 5 mg tablet,bisoprolol fumarate 5 MG Oral Tablet,55,38
2283546.0,42,oral 1.0 df tablet,cholecalciferol 0.095 MG / folic acid 1 MG Oral Tablet,25,24
1115005.0,50,euro docusate c 100.0 mg capsule,docusate sodium 100 MG Oral Capsule,45,45
7806.0,33,amb home oxygen,oxygen,40,40
667323.0,75,milk thistle oral,,0,0
9853.0,100,na,sodium,0,0
214130.0,100,acetaminophen\butalbital\caffeine,acetaminophen / butalbital / caffeine,83,83
10582.0,100,levolo,levothyroxine,38,38
352951.0,100,resta,Restasis,50,50
404449.0,80,thalomid 100 mg oral,thalidomide 100 MG Oral Capsule [Thalomid],40,40
7512.0,50,noradrenaline renaudin,norepinephrine,36,36
200172.0,100,finasteride tab 1 mg,finasteride 1 MG Oral Tablet,50,21
235379.0,100,pancrelipase,pancrelipase,100,100
39998.0,100,zonisamide,zonisamide,100,100
477391.0,44,levofloxacin oral 500.0 ml,levofloxacin 25 MG/ML Oral Solution,48,22
218096.0,60,generic baby aspirin low dose,,0,0
1159761.0,67,isotretinoin oral,isotretinoin Oral Product,64,28
199798.0,67,prazosin hydrochloride oral 2.0 mg,prazosin 2 MG Oral Tablet,41,38
858343.0,100,zipsor,Zipsor,83,83
8156.0,33,estrogen methytesto f,phenylalanine,9,14
5487.0,100,hydrochlorothiazide,hydrochlorothiazide,100,100
1245468.0,75,docusate sodium oral 250.0 mg capsule soft,docusate sodium 250 MG Oral Capsule,57,47
60334.0,67,cholecalciferol risedronate sodium,risedronate sodium,52,52
197288.0,75,fedene,Feldene,71,71
1028612.0,100,cyanocobalamin/pyridoxine hydrochloride/thiamine nitrate,pyridoxine / thiamine / vitamin B12,33,39
4603.0,100,furosemide,furosemide,100,100
9853.0,100,na,sodium,0,0
1447379.0,100,magnesium threonate,,0,0
236474.0,75,fexofenadrine,fexofenadine hydrochloride,46,46
10382.0,100,testost,testosterone propionate,30,30
261454.0,50,exalide,Avalide,71,71
1251786.0,60,diphenhydramine intravenous 25.0 mg,diphenhydramine tannate 25 MG,65,60
1040055.0,50,neudexta,Nuedexta,62,62
2463117.0,50,bamlanivimab intravenous suspension for injection,bamlanivimab Injection,42,22
83008.0,25,bisolitamide,bicalutamide,75,75
1008340.0,100,senna- docusate,"docusate / sennosides, USP",19,50
215838.0,100,calcium magnesium and zinc,,0,0
10831.0,100,co-trimoxazole,sulfamethoxazole / trimethoprim,22,25
221124.0,50,metoprolol suc,metoprolol succinate,70,70
9853.0,100,na,sodium,0,0
214627.0,100,hydrocodone bitartrate ibuprofen,hydrocodone / ibuprofen,68,68
753375.0,75,tinactin deodorant spray powder,,0,0
384584.0,50,fiber complete,,0,0
200371.0,36,citalopram hexal 12 compresse rivestite con film oral film-coated tablet,citalopram 20 MG Oral Tablet,31,19
219307.0,100,polycin,Polycin,85,85
154978.0,33,largactil 100 mg,,0,0
9853.0,100,na,sodium,0,0
1551642.0,100,vitamin c,,0,0
604274.0,75,vitamin e and c,,0,0
20206.0,25,urbason-solubile,carbarson,25,25
204225.0,25,enteromycin,Seromycin,72,72
198897.0,67,vit c 1000 mg,ascorbic acid 1000 MG Oral Tablet,27,24
38413.0,75,toresemide,torsemide,90,90
1152900.0,67,amoxicillin oral,amoxicillin Oral Product,62,25
5531.0,50,multivitamin for he,hetastarch,26,26
543218.0,78,granisetron hydrochloride intravenous 1.0 mg solution for injection,1 ML granisetron 0.1 MG/ML Injection,28,25
1894.0,75,calcictriol,calcitriol,90,90
153010.0,100,advil,Advil,80,80
1426164.0,100,coagulation factor vii human,"factor VII, human",42,46
375098.0,75,glucosamine an oral tablet,glucosamine Oral Tablet,80,15
151539.0,50,combivent aer,Combivent,61,61
197738.0,57,glycopyrrolate oral 1.0 df tablet,glycopyrrolate 1 MG Oral Tablet,66,21
2301013.0,100,succinylcholine inj,,0,0
199747.0,71,fluconazole oral 50.0 mg capsule hard,fluconazole 50 MG Oral Capsule,54,37
310149.0,80,erythromycin 0.5 ointment,erythromycin 0.005 MG/MG Ophthalmic Ointment,54,22
203123.0,50,aliskiren\enalapril,enalapril maleate,15,15
202616.0,25,erycytol,,0,0
214618.0,100,lisinopril/hctz,hydrochlorothiazide / lisinopril,15,15
202990.0,100,larodopa,,0,0
197361.0,83,amlodipine besylate oral 5.0 mg tablet,amlodipine 5 MG Oral Tablet,55,21
316548.0,75,kcl 20meq,potassium chloride 25 MEQ,16,12
289159.0,50,pipamperone hydrochloride oral,pipamperone dihydrochloride,76,76
235743.0,50,metformin aurobindo,metformin hydrochloride,56,56
52796.0,50,mivacurium/mivacurium chloride,mivacurium chloride,63,63
52175.0,100,losartan hydrochloride,losartan,36,36
2110527.0,33,preterax n oral 3.125 mg film-coated tablet,meclizine hydrochloride 25 MG Oral Tablet [Dramamine Nausea Relief],20,17
1309404.0,75,iprqatropium,ipratropium bromide monohydrate,32,32
625.0,100,ambroxol,ambroxol,100,100
9853.0,100,na,sodium,0,0
2054296.0,100,supplement vitamin,,0,0
155137.0,50,serlain sertraline,sertraline hydrochloride,45,58
10180.0,50,sulfamethoxazole-trime,sulfamethoxazole,72,72
314055.0,50,isosorbide dinitrate oral 80.0 mg,isosorbide dinitrate 5 MG Oral Tablet,64,35
1099049.0,50,amlopdipine besylate,Sylatron,10,10
993517.0,100,bupropion 150 mg,bupropion hydrochloride 150 MG,46,46
1649485.0,67,ivabradine tablet 5 mg procoralan filmomhuld,ivabradine 5 MG Oral Tablet,40,27
9853.0,100,na,sodium,0,0
2283546.0,42,oral 1.0 df tablet,cholecalciferol 0.095 MG / folic acid 1 MG Oral Tablet,25,24
378303.0,100,ezetimibe  tablet,ezetimibe Oral Tablet,76,14
1049611.0,100,oxycodone hcl 15 mg tablet,oxycodone hydrochloride 15 MG Oral Tablet,56,24
36572.0,25,ryr ointmet,Sinemet,45,45
72965.0,75,etrozole,letrozole,88,88
70611.0,75,linola,linoleate,66,66
9853.0,100,na,sodium,0,0
744846.0,100,isentress tablet 400 mg,raltegravir 400 MG Oral Tablet [Isentress],21,33
237420.0,83,calcium with d oral 600 mg tablet,calcium carbonate 1500 MG Oral Tablet,45,18
330396.0,75,pantoprazole tablet 40 mg,pantoprazole 40 MG,64,64
20206.0,10,urbason solubile 40mg/ml,carbarson,16,20
114194.0,100,warfarin sodium,warfarin sodium,100,100
483450.0,83,teva pregabalin oral 75 mg capsule,pregabalin 75 MG Oral Capsule,52,73
815308.0,100,polyethylene glycol 3350\potassium chloride\sodium bicarbonate\sodium chloride,polyethylene glycol 3350 / potassium chloride / sodium bicarbonate / sodium chloride,89,38
327148.0,50,sibicort,Symbicort,66,66
6851.0,50,methotrexate accord,methotrexate,63,63
90176.0,50,ferro iron,iron,40,40
9853.0,100,na,sodium,0,0
197627.0,67,doxazosin 4 mg 1 tab daily,doxazosin 4 MG Oral Tablet,61,26
353501.0,50,nuelasta,Neulasta,62,62
836647.0,80,zolpidem 5 mg tablet,zolpidem tartrate 5 MG Sublingual Tablet,45,45
539813.0,75,vesicare 10 mg,solifenacin succinate 10 MG [Vesicare],23,28
32937.0,50,paroxetine chlorhydrate,paroxetine,43,43
2262245.0,60,vit e 400 mg,vitamin E 450 MG,50,50
373133.0,88,nistatin cream,nystatin Topical Cream,59,54
9853.0,100,na,sodium,0,0
5487.0,50,triam/ hctz,hydrochlorothiazide,15,26
3041.0,100,cytarabine,cytarabine,100,100
1361614.0,42,hepairn 5000 unit,"heparin sodium, porcine 5000 UNT/ML",37,40
885109.0,75,lac-hydrin five,lactic acid 50 MG/ML Topical Lotion [Lac-Hydrin],16,22
1874104.0,100,vsl 3,,0,0
898549.0,57,one-a-day woman 's over 50,,0,0
8627.0,100,prazepam,prazepam,100,100
368362.0,60,lortab oral tablet,acetaminophen / hydrocodone Oral Tablet [Lortab],27,22
9853.0,100,na,sodium,0,0
202966.0,50,tranexan,Tranxene,50,50
1114693.0,50,bendamustine hydrochlroide,bendamustine hydrochloride,92,92
1313110.0,69,cobicistat/ elvitegravir/emtracitabine,,0,0
221129.0,75,nitrodurantoin,"nitrofurantoin, monohydrate",48,48
375961.0,25,cerave facial moisturizing lotion as need,vitamin A Topical Lotion,26,21
202858.0,50,canesten crema,,0,0
1363435.0,50,hist-dao,lauric acid,9,9
2054377.0,60,amoxicillin trihydrate and clavulanate potassium,,0,0
6915.0,75,metolopramide hcl,metoclopramide,70,70
690741.0,43,pheniramine maleate\phenylpropanolamine hydrochloride\pyrilamine maleate\sulfadiazine\sulfamerazine\sulfamethazine oral,sulfadiazine / sulfamerazine / sulfamethazine,29,34
335473.0,50,prednisone 3000 mg,prednisone 2 MG,66,66
,0,difenilhidantoinaphenytoin,,0,0
4582.0,33,tegafur/gimeracil/oteracil,tegafur,26,26
10402.0,50,thc?cooh,dronabinol,10,10
1494066.0,100,miltefosine,miltefosine,100,100
404910.0,100,bupropion sustained release,,0,0
374834.0,38,digestive enzyme amylase;betaine hydrochloride;bromelains;papain tablet,amylase / papain Chewable Tablet,25,22
1795607.0,100,dextrose 5 injection 500 ml,500 ML glucose 50 MG/ML Injection,21,30
221052.0,100,abacavir,abacavir sulfate,50,50
905041.0,83,"sodium risedronate tablets,17.5 mg",risedronate sodium 5 MG Oral Tablet,17,17
979468.0,54,losartan/hctz 50 12.5 oral 1.0 df coated tablet,hydrochlorothiazide 12.5 MG / losartan potassium 50 MG Oral Tablet,31,30
1362.0,100,diphenhydramine hydrochloride,diphenhydramine hydrochloride,100,100
236081.0,50,valacydovir,valacyclovir hydrochloride,38,38
1163467.0,67,levofloxacin oral,levofloxacin Oral Product,64,28
142146.0,88,bifoprolol fumarate,bisoprolol fumarate,94,94
371943.0,50,docusate sod cap,docusate Oral Capsule,57,33
2045613.0,50,erenumab-aaooe,erenumab,57,57
227456.0,100,endep,,0,0
1190957.0,63,androderm transdermal 4 mg patch,24 HR testosterone 0.167 MG/HR Transdermal System [Androderm],26,22
9853.0,100,na,sodium,0,0
91498.0,100,desiccate liver,"liver,desiccated",25,25
1430885.0,100,insulin and analogue,,0,0
371255.0,33,intraocular,carbachol Injectable Solution,13,20
1666800.0,83,midazolam 5mg/5ml,5 ML midazolam 1 MG/ML Injection,34,37
11253.0,50,vitamind d,vitamin D,80,80
9853.0,100,na,sodium,0,0
202488.0,75,mortrin,Motrin,71,71
856853.0,83,amitriptyline hydrochloride oral 75.0 mg tablet,amitriptyline hydrochloride 75 MG Oral Tablet,74,36
316674.0,100,simvastatin 40 mg,simvastatin 40 MG,88,88
1918042.0,100,abiraterone acetate 500 mg tab,abiraterone acetate 500 MG Oral Tablet,71,42
1431519.0,25,clenil modulate,,0,0
9853.0,100,na,sodium,0,0
860995.0,75,"metformin hcl 1,000 mg ta",metformin hydrochloride 1000 MG,48,35
1873594.0,50,prenatal + dha combo pack,,0,0
1799212.0,71,sofosbuvir velpatasvir 100 400 mg,sofosbuvir 400 MG / velpatasvir 100 MG Oral Tablet,56,62
607903.0,80,vitamin b 12 folic acid,,0,0
2054534.0,100,amlodipine besylate and benazepril hydrochloride capsule,,0,0
310116.0,50,articaine hydrochloride\epinephrine bitartrate dental 1.0 df solution for injection,epinephrine 0.1 MG/ML Injectable Solution,26,26
197361.0,80,amlodipine besylate oral 5 mg,amlodipine 5 MG Oral Tablet,48,13
7625.0,50,scalp oil,,0,0
90176.0,50,ferrpis sulfate,iron,6,6
583097.0,67,teva-galantamine er oral,galantamine Extended Release Oral Capsule,29,46
7396.0,100,nicardipine hydrochloride,nicardipine,44,44
218001.0,25,levopraid,,0,0
2020149.0,100,minodronic acid hydrate,,0,0
283838.0,100,darbepoetina alfa,darbepoetin alfa,94,94
993517.0,60,bupropion hcl co tab 150 mg,bupropion hydrochloride 150 MG,60,46
237027.0,100,loteprednol,loteprednol,100,100
1048450.0,60,oral .5 g,colestipol hydrochloride 5000 MG Granules for Oral Suspension,9,8
261620.0,13,primolut-n,Primsol,40,40
199206.0,88,riluzole sun 50 mg film-coated tablet oral,riluzole 50 MG Oral Tablet,47,33
346145.0,75,gabapentin 600 mg qhs,gabapentin 600 MG,71,52
1114098.0,33,unspecified ingredient oral 3.0 g,glycerin 75 MG/ML Medicated Pad,15,21
216525.0,75,neomycin?polymyxin?dexamethasone,dexamethasone / neomycin / polymyxin B,18,13
40048.0,50,carboplatin paclitaxel,carboplatin,50,50
197582.0,100,dexamethason tablet 4 mg,dexamethasone 4 MG Oral Tablet,46,20
224920.0,75,suynthroid,Synthroid,80,80
203547.0,50,buscopan tablet,Buscopan,46,46
196499.0,100,suprax,Suprax,83,83
10312.0,100,gastro-resistant tablet,Delayed Release Oral Tablet,33,33
1043225.0,50,gelform,Perform,71,71
18687.0,100,bacampicillin hcl,bacampicillin,76,76
197805.0,83,ibuprofen oral 400.0 mg tablet,ibuprofen 400 MG Oral Tablet,56,20
7623.0,50,oflam,ofloxacin,44,44
6404.0,100,flaxseed oil,linseed oil,75,75
68149.0,100,mycophenolate mofetil,mycophenolate mofetil,100,100
1298945.0,67,pertuzumab infopl conc 30mg/ml,pertuzumab 30 MG/ML,43,46
1546455.0,25,hypersaline,hypericin,63,63
314317.0,50,ash mix,,0,0
2398488.0,80,lamivudine?tenofovir disoproxil fumarate,,0,0
203176.0,100,dhe,dihydroergotamine mesylate,11,11
1525.0,75,benzafibrate,bezafibrate,91,91
11118.0,50,valproico,valproic acid,61,53
2049145.0,33,ortho flex,,0,0
345818.0,75,gabapentin  300.0 mg,gabapentin 300 MG,75,65
590725.0,25,tricortone,,0,0
2003058.0,50,freestyle libre,,0,0
11274.0,100,von willebrand factor,von Willebrand factor,95,4
253182.0,100,insulin regular,"insulin, regular, human",65,65
285101.0,25,uriadec,Uvadex,42,42
315778.0,100,dexamethasone 4 mg,dexamethasone 4 MG,88,66
217950.0,25,lepticur,Lacticare,44,44
752882.0,44,volteren gel,diclofenac Topical Gel [Voltaren],15,27
1049576.0,56,oxycontin l.p 5 mg extended-release tablet,Abuse-Deterrent 12 HR oxycodone hydrochloride 30 MG Extended Release Oral Tablet [Oxycontin],31,31
1869604.0,100,deka plus,,0,0
1604410.0,67,calcium plus,,0,0
203130.0,100,nortriptylin hcl,nortriptyline hydrochloride,59,59
221174.0,100,tolterodine tartrate,tolterodine tartrate,100,100
1114199.0,100,xarelto 10,Xarelto,60,60
42386.0,38,sandoglobuline lyo immune globulin intravenous lot 4303900058 4303700016,"immunoglobulins, intravenous",31,27
311787.0,80,moxifloxacine 400mg filmcoated tablet,moxifloxacin 400 MG Oral Tablet,64,45
1589.0,50,biperiden mylan,biperiden,60,60
34755.0,58,beta caroteine,,0,0
8887.0,50,ventolin hf,Ventolin,63,63
82000.0,75,cotace,Colace,66,66
1088253.0,100,tarceva tablet oral 150 mg,erlotinib 150 MG Oral Tablet [Tarceva],21,55
1867702.0,29,oral 100.0 mg unspecified,menthol 0.3 MG/ML Mouthwash,11,11
9853.0,100,na,sodium,0,0
35296.0,100,ramiprilate,ramipril,72,72
178.0,75,acetin,acetone,71,71
274535.0,75,spirivia,Spiriva,75,75
135097.0,50,synorid,Synercid,62,62
330191.0,100,ropinirole 0.25 mg,ropinirole 0.25 MG,88,88
1049910.0,29,oral 3 df,diphenhydramine hydrochloride 25 MG Oral Capsule [Benadryl],11,10
3446.0,50,dmsa powder,succimer,27,27
235368.0,100,multiple-vitamins-mineral,,0,0
1486666.0,50,rovartal,Rovera,50,50
374434.0,60,triamcinolone topical .1 pct ointment,triamcinolone Topical Ointment,75,75
124363.0,50,ragweed,,0,0
1359128.0,64,estradiol\norethindrone acetate oral 1.0 df film-coated tablet,{28 (estradiol 1 MG / norethindrone acetate 0.5 MG Oral Tablet) } Pack [Activella 1/0.5 28 Day],42,17
2000180.0,50,cal 500 mg/mag 250 mg,,0,0
353016.0,25,theotrim,Testim,50,50
313782.0,100,q-pap tablet 325 mg,acetaminophen 325 MG Oral Tablet,21,34
9853.0,100,na,sodium,0,0
93113.0,50,lekadol,,0,0
596934.0,50,duloxetine 60 mg dr capsule usp,duloxetine 60 MG Delayed Release Oral Capsule,44,35
6470.0,100,lorazepam,lorazepam,100,100
8150.0,75,phenoprocoumon,phenprocoumon,92,92
794743.0,100,sinus rinse,,0,0
662263.0,67,dorzolamide w/timolol,dorzolamide / timolol,90,80
1297766.0,50,mitiglinide calcium hydrate,atorvastatin calcium trihydrate,51,16
6574.0,75,magnesiuim,magnesium,90,90
1242887.0,75,minia,Minica,66,66
1540053.0,100,vitamin,,0,0
221183.0,100,zolpidem tartrate,zolpidem tartrate,100,100
2054509.0,50,fosamax plus alendronate sodium cholecalciferol,,0,0
9853.0,100,na,sodium,0,0
4603.0,100,furosemide,furosemide,100,100
18867.0,100,benazepril hydrochloride,benazepril,41,41
1433874.0,25,truvecay,Tivicay,50,50
1001402.0,67,pilocarpine hydrochloride ophthalmic 1.0 gtt,pilocarpine hydrochloride 1 MG/ML Ophthalmic Solution,67,39
817579.0,100,acetaminop-codeine,acetaminophen / codeine,73,73
1797444.0,75,probiotic blend oral,,0,0
1293179.0,100,provella,,0,0
370573.0,43,amlodipine besylate oral 1.0 df coated tablet,amlodipine Oral Tablet,44,20
284664.0,100,b complex,,0,0
53583.0,100,tilade,,0,0
1431150.0,40,black cumin elixir,Nigella sativa seed oil,21,13
655833.0,60,flintstone chewable vitamin w iron,,0,0
1241571.0,33,unspecified ingredient,,0,0
2108233.0,50,albuterol inhaler prn,albuterol Inhalation Powder,55,22
41493.0,50,moloricam,meloxicam,77,77
33738.0,100,pioglitazone hcl,pioglitazone,75,75
309314.0,54,sotalapram oral 40.0 mg,citalopram 40 MG Oral Tablet,39,46
375221.0,40,single blind placebo oral,placebo Oral Tablet,16,32
1659149.0,75,piperacillin sodium\tazobactam sodium intravenous 4.0 g injection,piperacillin 4000 MG / tazobactam 500 MG Injection,47,49
6135.0,75,ketaconazole,ketoconazole,91,91
373200.0,67,oxycodone/apap oxycodone hydrochloride;paracetamol oral tablet,acetaminophen / oxycodone Oral Tablet,32,32
8591.0,100,potassium chloride,potassium chloride,100,100
21651.0,50,cortisol acetate,cortisol succinate,72,16
1551642.0,67,vitamin power c,,0,0
6417.0,50,alpha lipoic acid over?the?counter,thioctic acid,23,32
1592296.0,25,kalii chloridum,kale extract,33,33
352427.0,100,anamantle hc,,0,0
1251311.0,58,calcium carbonate\sodium alginate\sodium bicarbonate oral chewable tablet,alginic acid / calcium carbonate / magnesium trisilicate / sodium bicarbonate Oral Tablet,49,44
224920.0,75,svnthroid,Synthroid,77,77
319864.0,50,cisatracurium infusion,cisatracurium,59,59
451670.0,100,sulfacetamide gel topical,sulfacetamide Topical Gel,64,32
1295345.0,67,asenapine maleate sublingual,asenapine Sublingual Product,39,7
90176.0,50,fe supplement,iron,7,7
203354.0,67,ms contin tab,MS Contin,46,46
219298.0,100,poly-vi-sol,Poly-Vi-Sol,72,72
205770.0,75,cipro 500 mg,ciprofloxacin 500 MG Oral Tablet [Cipro],25,22
1251915.0,29,nss 125 ml/hr,rotigotine 0.125 MG/HR,27,27
2567.0,50,calc cit,citrulline,20,20
2056594.0,71,dexamethasone sodium phosphate ophthalmic eye drop solution,,0,0
227897.0,100,betamethasone,betamethasone valerate,59,59
18346.0,50,bonaling-a,artesunate,10,10
310488.0,88,glipidize  10 mg tablet,glipizide 10 MG Oral Tablet,59,14
2054446.0,67,benazepril/htcz tablet,,0,0
19143.0,50,retinol palmitate/betacarotene,beta carotene,36,36
309594.0,38,cyanocobalamin intramuscular 100 ug,vitamin B12 1 MG/ML Injectable Solution,7,12
18346.0,50,a;prostadil,artesunate,18,18
25480.0,75,gebapentin,gabapentin,90,90
217152.0,25,forvent refill,Flovent,28,28
225702.0,100,rogain,Rogaine,71,71
107011.0,100,nystatin triamcinolone,nystatin / triamcinolone,91,91
198429.0,83,lamotrigine oral 200.0 mg tablet,lamotrigine 200 MG Oral Tablet,59,18
8627.0,100,prazepam,prazepam,100,100
51272.0,50,quetiapin ret,quetiapine,76,76
308868.0,83,calcitriol oral 0.5 ug,calcitriol 0.0005 MG Oral Capsule,48,30
6585.0,100,magnesium sulphate,magnesium sulfate,88,88
94.0,67,gaba 5-htp,5-hydroxytryptophan,10,31
214199.0,67,ipratropium/sol albuterol,albuterol / ipratropium,16,76
392643.0,100,acetaminophen/tramadol,,0,0
1191.0,100,aspirin ec 81,aspirin,53,53
352364.0,100,buprenorphine;naloxone,buprenorphine / naloxone,87,87
200033.0,100,carvedilol tablet 25 mg,carvedilol 25 MG Oral Tablet,42,25
11416.0,33,mac-ared with zinc,zinc,22,22
966260.0,57,levothyroxine sodium transplacental 125.0 ug,levothyroxine sodium 0.125 MG,56,47
21766.0,25,crampiton,crotamiton,70,70
488031.0,33,skin barrier w float flange,,0,0
1649989.0,75,doxycycline 100 mg qday,doxycycline monohydrate 100 MG,43,63
104700.0,40,valium 4 mg,diazepam 5 MG Oral Tablet [Valium],14,20
855350.0,86,warfarin oral 5.0 mg tablet,warfarin sodium 0.5 MG Oral Tablet,55,61
6387.0,20,benadryl lidocaine maalox mouth wash,lidocaine,25,25
18631.0,50,azltromycin,azithromycin,83,83
1008182.0,50,diphenhydramine/lidocaine/maalox plus,diphenhydramine / lidocaine,62,59
470262.0,50,l-thyroxin-ratiopharm,,0,0
219236.0,75,phosplo,Phoslo,71,71
217681.0,100,hyzaar,Hyzaar,83,83
1592684.0,25,diclotard,dirlotapide,63,63
219513.0,100,puri nethol,,0,0
