rxcui,og_score,og_query,rxnorm_concept
388365.0,40,135.0 mg solution for infusion,<NA>
214626.0,67,valsartan + hydrochlorothia- zide,hydrochlorothiazide / valsartan
497284.0,25,hyperium 1 mg comprime,<NA>
1655037.0,33,nitro stat,Scrub-Stat
855642.0,60,diclofenac gel 3,diclofenac sodium 0.03 MG/MG Topical Gel
1549232.0,43,sulfamethoxazole\trimethoprim  960.0 mg,trimethoprim 0.333 MG/ML
221124.0,75,metorprolol,metoprolol succinate
18631.0,100,azithromycin,azithromycin
2112531.0,33,avobenzone\octisalate\octocrylene,<NA>
691960.0,67,anti inflammatory,<NA>
734064.0,50,desvenlafixina,desvenlafaxine
202677.0,50,dinapre,Dilatrate
316881.0,75,valsartan 160 mg 320,valsartan 160 MG
707892.0,50,neurox,Neupro
827159.0,75,calcium 600 with vitamin d,<NA>
220508.0,100,tums,Tums
1540053.0,50,vigantol/vitamin d3,<NA>
7512.0,75,norephinephrine,norepinephrine
4917.0,50,nitrogycerina,nitroglycerin
1805520.0,33,salofalk 1000 mg,<NA>
1298160.0,100,marlissa,<NA>
8745.0,50,atosil promethazine hydrochloride,promethazine
1363242.0,50,chlorpheniramine maleate intravenous 10.0 mg injection,chlorpheniramine maleate 10 MG/ML Injectable Solution
40114.0,100,guanfacine hydrochloride,guanfacine
202831.0,25,neurotropin,Nutropin
343053.0,92,aminophyline 100 mg,aminophylline 100 MG
316931.0,67,zinc sulfate 220 mg po bid,zinc sulfate 220 MG
993557.0,50,bupropion xl 300 mg tablet zydus,24 HR bupropion hydrochloride 300 MG Extended Release Oral Tablet
643814.0,60,opana er 5 mg,<NA>
9853.0,100,na,sodium
310132.0,38,epinephrine hydrochloride intravenous 45 mg,epinephrine 1 MG/ML Injectable Solution
51428.0,100,insulin aspart,"insulin aspart, human"
374036.0,100,terbinafine hydrochloride  tablet,terbinafine Oral Tablet
237159.0,50,levalbuterol neb,levalbuterol
11248.0,67,vitamin c + b12,vitamin B12
373791.0,100,risperidone oral tablet,risperidone Oral Tablet
2049889.0,60,vancomycin 1500 mg iv once,vancomycin 1500 MG
4337.0,100,fentanyl citrate,fentanyl
1482802.0,100,olysio,Olysio
1091465.0,63,myoflexin topical cream,trolamine salicylate 100 MG/ML Topical Cream [Myoflex]
1309703.0,50,magvit,malvin
1154221.0,100,cod liver oil pill,cod liver oil Pill
832861.0,50,saline solution,<NA>
1191.0,100,aspirin,aspirin
153287.0,100,anbesol,Anbesol
378092.0,50,lactulose oral syrup,lactulose Oral Solution
203182.0,33,hydroxyzine hcl 9hydroxyzine hydrochloride,hydroxyzine pamoate
9853.0,100,na,sodium
1432004.0,100,ethambutol /isoniazid/pyrazinamide/rifampicin,<NA>
301543.0,100,advair,Advair
2541.0,100,cimetidine hydrochloride,cimetidine
850075.0,100,lamotrigine extended-release tablet,lamotrigine Extended Release Oral Tablet
1190546.0,30,parenteral 1500.0 iu injection,10 ML atropine sulfate 0.1 MG/ML Prefilled Syringe
203204.0,100,bupropion,bupropion hydrochloride
429503.0,100,hydrochlorothiazide oral 12.5 mg tablet,hydrochlorothiazide 12.5 MG Oral Tablet
258337.0,67,triamterene and hydrochlorothiazid harris,hydrochlorothiazide / triamterene
,0,lercadip,<NA>
374570.0,100,phenylephrine hydrochloride  nasal spray,phenylephrine Nasal Spray
317476.0,60,prochlorperazine 5 mg iv prn,prochlorperazine 5 MG
11253.0,67,citrical with vitamin d,vitamin D
1551296.0,100,trulicity,Trulicity
7417.0,100,nifedipine,nifedipine
817579.0,100,acetaminophen\codeine phosphate,acetaminophen / codeine
2146.0,100,catecholamine,<NA>
47070.0,88,beta-sistosterol,beta sitosterol
371267.0,75,carbidopa/levodopa davur tablet,carbidopa / levodopa Oral Tablet
367925.0,43,zyrtec oral 1.0 df tablet,cetirizine Oral Tablet [Zyrtec]
11248.0,75,vitamin b-12 otc,vitamin B12
317440.0,75,nitrofurantoin mono 100 mg,nitrofurantoin 100 MG
405386.0,33,celestoderm v/2,<NA>
153046.0,80,zyprexa /sch/ 5 mg tablet,olanzapine 5 MG Oral Tablet [Zyprexa]
308739.0,100,bimatoprost ophthalmic solution 0.03,bimatoprost 0.3 MG/ML Ophthalmic Solution
9853.0,100,na,sodium
69528.0,100,parnaparin,parnaparin
35406.0,67,otc vitamin a,vitamin A palmitate
352736.0,100,klor con m20,<NA>
30225.0,25,monoflam,morniflumate
608326.0,63,resagaline 1.0 mg,rasagiline 1 MG
221124.0,100,metoprolol,metoprolol succinate
218770.0,50,asprin,<NA>
203123.0,50,o-enalapril,enalapril maleate
1540053.0,50,adult vitamin,<NA>
74169.0,75,piperacillin/tazoabctam,piperacillin / tazobactam
2231.0,25,complexin,cephalexin
2054594.0,60,verapamil hydrochloride modified-release tablet,<NA>
999717.0,28,premia 5 continous 1 df,potassium nitrate 0.05 MG/MG / sodium fluoride 0.011 MG/MG Toothpaste [Prevident 5000 Sensitive]
261446.0,25,alazopram,Aloprim
2001254.0,40,magnesium oral 1.0 df film-coated tablet,pitavastatin magnesium 1 MG Oral Tablet
583168.0,100,salsalate 750 mg,salsalate 750 MG
282386.0,50,glibetic,Gleevec
9853.0,100,na,sodium
1441779.0,100,calcium + magnesium with vitamin d,<NA>
104973.0,50,pentaz/nalox,pentazocine hydrochloride
1690196.0,50,peginterferon lambda-1a subcutaneous 1 df,<NA>
350934.0,29,fulvestrant 500 mg i m,fulvestrant 50 MG/ML
1364291.0,38,lemod solu,lemon extract
6574.0,100,magnesium,magnesium
20117.0,50,aspirin\carbaspirin calcium,<NA>
314797.0,100,monopotassium phosphate,potassium lactate
238151.0,56,mesalamine rectal 4.0 g suspension,mesalamine 66.7 MG/ML Enema
391980.0,75,nefidipine oral 30.0 mg tablet,nifedipine 30 MG Oral Tablet
,0,cream,<NA>
1378.0,100,benzalkonium chloride,benzalkonium
1362686.0,50,diabend,diamond
604323.0,60,cal-citrate plus vitamin d,<NA>
1539837.0,50,unspecified medication,<NA>
42512.0,100,adriamycin,Adriamycin
7398.0,100,nicergolin,nicergoline
108038.0,100,acetaminophen/caffeine,acetaminophen / caffeine
452534.0,50,venlafaxine hydrochloride oral capsule hard,venlafaxine Extended Release Oral Capsule
1433161.0,73,influenza virus vaccine intramuscular 5.0 ml suspension,<NA>
1946978.0,25,high blodd pressure medication,<NA>
2551.0,50,ciprofloxacin fresenius,ciprofloxacin
392606.0,33,neuron,<NA>
1370507.0,60,toprol xl 25 mg,metoprolol succinate 25 MG [Toprol]
151399.0,50,bactrim forte,Bactrim
142146.0,67,mainheart bisoprolol fumarate,bisoprolol fumarate
9853.0,100,na,sodium
1049696.0,67,oxycodone hydrochloride oral 5.0 mg,oxycodone hydrochloride 5 MG Oral Capsule
2169285.0,100,alpelisib,alpelisib
29365.0,50,calcipo d,calcipotriene
9504.0,100,same,S-adenosylmethionine
402499.0,67,oral chewing gum,Chewing Gum
1843.0,50,canna butter,<NA>
1495080.0,67,chlorhexidine gluconate topical 2.0 df,chlorhexidine gluconate 2 MG/ML Topical Solution
8638.0,50,prednisolone crister,prednisolone
9853.0,100,na,sodium
859193.0,83,selegiline hydrochloride oral 2.5 mg tablet,selegiline hydrochloride 5 MG Oral Tablet
2551.0,75,ciporofloxacin,ciprofloxacin
349199.0,67,valsartan oral 80.0 mg,valsartan 80 MG Oral Tablet
107313.0,42,cardioaspirine 100 mg 1.0 df gastro-resistant coated tablet,phenylbutazone 100 MG Delayed Release Oral Tablet
1539355.0,100,calmag thin,<NA>
8727.0,33,bio identical progesterone,progesterone
686434.0,100,pataday,Pataday
,0,flomaxtamsulosin hydrochloride,<NA>
308135.0,67,amlodipine besylate oral 10.0 mg,amlodipine 10 MG Oral Tablet
646333.0,45,acuatim topical 10.0 g cream,capsaicin 1 MG/ML Topical Cream
80773.0,75,duxilant,Doxil
334529.0,50,iron sucrose  100.0 mg,iron carbonyl 100 MG
1046982.0,50,hyoscyamine .125 sublingual tab 60.0 df coated tablet,hyoscyamine sulfate 0.125 MG Sublingual Tablet
352362.0,100,paracetamol tramadol hydrochloride,acetaminophen / tramadol
253182.0,50,novofine insulin,"insulin, regular, human"
1191.0,100,aspirin,aspirin
1651275.0,34,stiolo resp 2.5 mg inhaler,60 ACTUAT olodaterol 0.0025 MG/ACTUAT / tiotropium 0.0025 MG/ACTUAT Inhalation Spray [Stiolto]
1654040.0,56,anosin intravenous 90 mg injection,30 ML adenosine 3 MG/ML Injection
392643.0,75,tramadol acetaminophen,<NA>
9853.0,100,na,sodium
242969.0,83,norepinephrine bitartrate inj 1 mg/ml usp,4 ML norepinephrine 1 MG/ML Injection
1601242.0,100,emergen c,<NA>
4917.0,100,nitroglycerine,nitroglycerin
813233.0,33,bio kult probiotic,<NA>
2372907.0,100,culturelle baby grow-thrive,<NA>
830645.0,50,epiduo gel,Epiduo
298583.0,83,ic pneumococcal 23-valent polysaccharide vaccine,<NA>
190283.0,50,flome,Flomax
1430933.0,33,stereotactic radiation therapy,<NA>
19831.0,100,budesonide,budesonide
1743702.0,92,methylpredisolone 125 mg,methylprednisolone 125 MG
7804.0,50,oxycodone terephtalate,oxycodone
372355.0,67,griseofulvin micro tablet,griseofulvin Oral Tablet
38686.0,50,sulfamethazole w/trimetroprim,<NA>
3523.0,50,blind dipyrone,dipyrone
236807.0,100,dibenzepin,dibenzepin hydrochloride
307730.0,63,acyclovir sus 200/5ml  suspension,acyclovir 40 MG/ML Oral Suspension
152527.0,25,imovane 7.5 mg,<NA>
174742.0,50,plaxia,Plavix
7646.0,50,omeprazole + tizanidine,omeprazole
1921872.0,50,mvw complete d chewable tablet,<NA>
997494.0,54,fexophenidine oral 60.0 mg,fexofenadine hydrochloride 60 MG Oral Capsule
1049604.0,71,oxycodone 5 mg/5 ml,oxycodone hydrochloride 1 MG/ML Oral Solution
218791.0,100,novamin,<NA>
5021.0,20,antimycotic for systemic use excl griseoful,griseofulvin
220081.0,100,sulae,Sular
647377.0,40,symbicort turbuhaler 320/9 mg,<NA>
217612.0,25,vibrocil?,Hydrocil
1117392.0,50,unspecified liquid cough medicine,chlorpheniramine maleate 0.2 MG/ML / dextromethorphan hydrobromide 1 MG/ML / pseudoephedrine hydrochloride 3 MG/ML Oral Solution
866043.0,50,nimesulide overlapping salmeterol assign powder inhaler,salmeterol Dry Powder Inhaler
5487.0,25,freestyle fluocinoinide azathrioprine hydrochlorot,hydrochlorothiazide
9853.0,100,na,sodium
1799394.0,100,deplin,<NA>
9853.0,100,na,sodium
,0,meteospasmyl,<NA>
374488.0,75,oxymetazoline hydrochloride nasal spray solution,oxymetazoline Nasal Spray
310289.0,67,fenofibrate oral 200.0 mg,fenofibrate 200 MG Oral Capsule
10072.0,50,nasal steroid,<NA>
224737.0,25,univent,<NA>
218043.0,33,contrast medium,<NA>
862020.0,67,intuniv 3 mg generic form guanfacine,guanfacine 3 MG [Intuniv]
9853.0,100,na,sodium
215928.0,50,celexin,Celexa
9853.0,100,na,sodium
1539890.0,50,breo ellipt inh,Breo Inhalant Product
1546423.0,38,dominal acetylsalicylic acid,ethyl salicylate
202486.0,75,dolocin,<NA>
4917.0,50,nitroglycerin prn,nitroglycerin
349405.0,71,olmesartan medoxomil 40gm tab oral,olmesartan medoxomil 40 MG Oral Tablet
198232.0,83,sulfasalazine oral 500.0 mg tablet,sulfasalazine 500 MG Oral Tablet
282465.0,50,ester?c calcium ascor 500.0 mg tablet,calcium carbonate 1250 MG Oral Tablet
336694.0,50,1 furosemide,furosemide 1 MG/ML
1358866.0,30,nutrafol multivitamin oral capsule,Nutralox Oral Product
2283546.0,23,topical 1.0 df,cholecalciferol 0.095 MG / folic acid 1 MG Oral Tablet
2037.0,50,throflam co,carbon monoxide
438812.0,92,closapine 50 mg,clozapine 50 MG
894985.0,67,hydro morphine  4.0 mg,morphine sulfate 0.4 MG/ML
113588.0,100,erythromycin-sulfisoxazole,erythromycin / sulfisoxazole
219362.0,33,prempro hormonal replacement,<NA>
310964.0,80,ibuprofen softgel 200 mg,ibuprofen 200 MG Oral Capsule
2054689.0,100,oxycodone hydrochloride tablet,<NA>
880350.0,100,krill oil,krill oil
827089.0,75,polyethylene glycol nf,<NA>
1092700.0,100,ayr saline nasal gel,<NA>
1429187.0,50,antipruritic,<NA>
285143.0,100,zometa,Zometa
237109.0,60,potassium citrate w/sodium acid,<NA>
328.0,100,adhesive tape,<NA>
995869.0,25,geritussin,Cheratussin
36567.0,50,simvastatin hexal,simvastatin
198427.0,58,lamotrin oral 100 mg unspecified,lamotrigine 100 MG Oral Tablet
1426483.0,75,ceolat,cholate
892596.0,71,20 mg prolonged-release capsule,morphine sulfate 20 MG Extended Release Oral Capsule
1359122.0,38,medroxyprogesterone acetate subcutaneous 1.0 df,norethindrone acetate 0.1 MG
593441.0,100,lyric,Lyrica
9853.0,100,na,sodium
370725.0,40,itraconazole  1.0 df capsule,itraconazole Oral Capsule
,0,cefoseli,<NA>
235398.0,50,bentin,benoxinate hydrochloride
12062.0,75,alfacalcitol,alfacalcidol
668933.0,75,clotrimazole anti-fungal,<NA>
219083.0,50,panadene,Pandel
3322.0,100,diazepam,diazepam
21212.0,100,clarithromycine,clarithromycin
574982.0,75,nexium 20 mg,esomeprazole 20 MG [Nexium]
316882.0,43,valsartan 1 a pharma 80 mg filmtabletten,valsartan 80 MG
4083.0,100,estradiol,estradiol
203322.0,50,lotan,<NA>
854919.0,78,bisoprolol 5mg?hctz 6.25 mg,bisoprolol fumarate 5 MG / hydrochlorothiazide 6.25 MG Oral Tablet
202976.0,50,voltarene retard,Voltaren
2283147.0,50,1 df tablet,<NA>
371743.0,50,betamethasone\dexchlorpheniramine maleate oral 1 df tablet,dexchlorpheniramine Oral Tablet
8091.0,100,petrolatum,petrolatum
1245384.0,100,slow magnesium,Slow-Mag Reformulated Feb 2012
372184.0,100,ferrous sulfate tablet,ferrous sulfate Oral Tablet
1869168.0,20,mutivitamin for over 50,<NA>
2108259.0,60,ipratropium with albuterol nebulizer solution,albuterol / ipratropium Inhalation Solution
308867.0,29,12.0 ug,calcitriol 0.00025 MG Oral Capsule
4018.0,50,viserol,ergocalciferol
5489.0,100,hydrocodone,hydrocodone
104368.0,17,isosorbida mononitrato 60 mg 30 capsula liberacian modificada oral 60.0,doxazosin 2 MG Oral Tablet [Cardura]
103401.0,75,hydrocortisone 2.5,hydrocortisone 0.025 MG/MG Topical Ointment
203354.0,100,ms contin,MS Contin
1382500.0,33,sintrom mitis,<NA>
691088.0,50,mixed sugar electrolyte,<NA>
202554.0,100,ecotrin,Ecotrin
141952.0,70,carbamazepam oral 400 mg,carbamazepine 400 MG Oral Tablet
219191.0,75,phozyme,Phazyme
370682.0,100,indapamide tablet,indapamide Oral Tablet
1858431.0,100,bepanthen,<NA>
,0,oral 614.8 mg,<NA>
833234.0,75,mesalamine oral 800.0 mg enteric coated tablet,mesalamine 800 MG Delayed Release Oral Tablet
596931.0,60,cymbalta 30 mg bid,duloxetine 30 MG [Cymbalta]
46303.0,100,amisulpride,amisulpride
314072.0,45,latanoprost 1.0 df eye drop solution,latanoprost 0.05 MG/ML Ophthalmic Solution
9853.0,100,na,sodium
481159.0,33,garenoxacin mesylate oral tablet,<NA>
9853.0,100,na,sodium
107065.0,40,vitamin intravenous 36 ml,<NA>
74169.0,100,piperacillin/tazobactam,piperacillin / tazobactam
1490722.0,67,oil pill,coconut oil Pill
9004.0,100,pyridoxal 5 phosphate monohydrate,pyridoxal phosphate
9863.0,100,sodium chloride,sodium chloride
4816.0,50,gliclazide arrow,gliclazide
850075.0,100,lamotrigine extend release tablet,lamotrigine Extended Release Oral Tablet
1654390.0,100,risedronate sodium 35 mg tablet,<NA>
7069.0,50,latamoxef sodium,moxalactam
1551642.0,100,vitamin c,<NA>
252559.0,30,respiratory 1.0 df suspension,budesonide 0.5 MG/ML Inhalation Suspension
1427172.0,50,polylactide l-,L-lactate
284802.0,60,nifedipine er xl/som,<NA>
2388547.0,29,ketamine bupivacine baclofen and cyclobenprine mixture,<NA>
221075.0,50,chlor-tripolon,chlorpheniramine tannate
9853.0,100,na,sodium
1143538.0,40,calcium pantothenate\niacinamide\pyridoxine hydrochloride\riboflavin\thiamine mononitrate oral 1.0 df film-coated tablet,<NA>
215316.0,67,equare anti-diarrheal,<NA>
855906.0,100,diclofenac sodium oral 50 mg gastro-resistant tablet,diclofenac sodium 50 MG Delayed Release Oral Tablet
691089.0,50,peg 3350-electrolyte,<NA>
42781.0,100,vitamin k2,vitamin K2
374170.0,60,tramadol hydrochloride solution for injection or infusion,tramadol Injectable Solution
253337.0,50,external-bevacizumab,bevacizumab
49276.0,50,doxazosin al,doxazosin
9853.0,100,na,sodium
26225.0,75,ondasetron hcl,ondansetron
212857.0,43,plant base estrogen replacement topical cream,<NA>
794235.0,67,calcium levofolinate teva,<NA>
368359.0,50,amlodipine for norvasc,amlodipine Oral Tablet [Norvasc]
11251.0,67,daily vitamin b,vitamin B complex
1665021.0,75,ceftriaxone 1gram,ceftriaxone 1000 MG Injection
202521.0,50,nitrol paste,Nitrol
284215.0,67,clindamycin palmitate hydrochloride oral 300.0 mg,clindamycin 300 MG Oral Capsule
259345.0,100,electrolyte solution,<NA>
997420.0,80,fexofenadine hydrochloride tablet usp 180 mg,fexofenadine hydrochloride 180 MG Oral Tablet
214626.0,100,valsartan-hydrochlorothiazide,hydrochlorothiazide / valsartan
605039.0,67,balanced b complex cr,<NA>
104491.0,60,generic zocor 20 mg,simvastatin 20 MG Oral Tablet [Zocor]
600114.0,33,ass,<NA>
7625.0,50,troponin oil,<NA>
1112368.0,75,methylphenidate hci er,<NA>
39993.0,100,zolpidem,zolpidem
2386859.0,50,cyclophosphamide for injection usp intravenous 200 mg,cyclophosphamide 200 MG/ML Injectable Solution
614874.0,50,bisulfate,<NA>
215976.0,67,albion chelate magnesium,"magnesium, chelated"
375879.0,57,mineral oil oral 20.0 ml,mineral oil Oral Solution
1099568.0,67,divalproex sodium 500 mg sun pharmaceutical,divalproex sodium 500 MG
215393.0,50,amovas,Arava
219419.0,75,amantin,<NA>
199888.0,50,topiramate oral 2.0 df film-coated tablet,topiramate 25 MG Oral Tablet
2054377.0,75,amoxicillin\clavulanate potassium,<NA>
1430868.0,33,antiallergic drug,<NA>
42697.0,100,gammagard s-d,Gammagard
2003656.0,8,omperazol acyfabrik,omeprazole 20 MG Disintegrating Oral Tablet
233562.0,100,helicidine,helicidine
1599245.0,75,rytarg,Rytary
376299.0,80,sodium fluoride\triclosan oral toothpaste,sodium fluoride / triclosan Toothpaste
316728.0,63,sprinolactone 25.0 mg,spironolactone 25 MG
1423217.0,100,tylenol with codein 2,<NA>
404773.0,100,atorvastatin/amlodipine,amlodipine / atorvastatin
1430653.0,100,antiemetic and antinauseant,<NA>
82819.0,25,antiprost,acamprosate
312938.0,67,sertraline hydrochloride oral 100.0 mg,sertraline 100 MG Oral Tablet
10324.0,100,tamoxifen,tamoxifen
606730.0,89,esomeprazole magnesium oral 40 mg gastro-resistant capsule,esomeprazole 40 MG Delayed Release Oral Capsule
5553.0,17,hydrokinine 100 mg,hydroxyzine
203153.0,100,indinavir,indinavir sulfate
679314.0,100,9-hydroxy-risperidone,paliperidone
323502.0,100,tracleer,Tracleer
405271.0,100,prefest,<NA>
402452.0,100,tadalafil tab,tadalafil Oral Tablet
864660.0,60,efavirenz\lamivudine\tenofovir disoproxil fumarate oral 1.0 df tablet,efavirenz / lamivudine / tenofovir disoproxil Oral Tablet
9853.0,100,na,sodium
9853.0,100,na,sodium
828529.0,50,albumin human csl behring,"albumin human, USP"
621.0,50,amantadine h,amantadine sulfate
2283147.0,40,2.0 df tablet,<NA>
587875.0,40,compound ammonium glycyrrhetate injection,<NA>
69120.0,100,tiotropium bromide,tiotropium
29046.0,100,lisinopril 40,lisinopril
1724429.0,100,indium in-111 pentetreotide,indium In-111 pentetreotide
35616.0,100,rifamycine,rifamycin SV
218986.0,75,roxycontin,Oxycontin
727656.0,100,ranolazine 1000 mg,ranolazine 1000 MG
6387.0,33,lidocaine\metronidazole\miconazole nitrate,lidocaine
174742.0,75,pplavix,Plavix
993517.0,60,bupropion 150 mg xl generic,bupropion hydrochloride 150 MG
903887.0,83,fluvoxamine maleate oral 25.0 mg tablet,fluvoxamine maleate 25 MG Oral Tablet
260218.0,83,modafinil oral 100.0 mg tablet,modafinil 100 MG Oral Tablet
1236145.0,31,trader joe 's joint support with glucosamine mdm and chondroitin,chondroitin sulfates / glucosamine / methylsulfonylmethane / tocopherol Chewable Tablet [Novipet Joint Support]
1730775.0,50,fish oil ec,<NA>
317520.0,100,topiramate 100 mg,topiramate 100 MG
309637.0,57,cysteamine oral 250.0 mg capsule,cysteamine 50 MG Oral Capsule
310346.0,80,finasteride 5 mg tablet g,finasteride 5 MG Oral Tablet
97016.0,50,puritan 's pride vitamin a + d,<NA>
616102.0,75,dex4 glucose gel,glucose Oral Gel [Dex4]
9639.0,100,selegiline hcl,selegiline
224920.0,50,zinthroid,Synthroid
329012.0,75,melatonin 3 mg hs,melatonin 3 MG
1202.0,33,atenolol + losartan hct,atenolol
89905.0,50,men 50 + multi vitamin,<NA>
198440.0,95,acetoaminophen oral 500 mg tablet,acetaminophen 500 MG Oral Tablet
8737.0,50,aerolin inhaler,proline
863669.0,67,tamsulosin hydrochloride oral .4 mg tablet,tamsulosin hydrochloride 0.4 MG Oral Capsule
104896.0,40,zofran 12 milligram,ondansetron 8 MG Oral Tablet [Zofran]
42602.0,100,tavist,Tavist
35296.0,100,ramipril,ramipril
,0,laxsorone,<NA>
114052.0,75,pregenolone,pregnenolone
2102784.0,50,yupelri 175mcg/3ml,revefenacin 0.0583 MG/ML Inhalation Solution [Yupelri]
2170422.0,33,aurovela,<NA>
9853.0,100,na,sodium
9601.0,100,scopolamine,scopolamine
4083.0,100,estradiol,estradiol
47364.0,100,bromfenac sodium,bromfenac sodium
384685.0,50,probitoic,Pronto
2049145.0,33,ortho-novum 77 28,<NA>
316853.0,80,triamterene htz 37.5 mg,triamterene 37.5 MG
380932.0,50,pentosin,<NA>
5492.0,100,hydrocortisone,hydrocortisone
,0,topical,<NA>
316628.0,100,ramipril 2.5 mg,ramipril 2.5 MG
1095362.0,40,balziva 28 birth control,{21 (ethinyl estradiol 0.035 MG / norethindrone 0.4 MG Oral Tablet) / 7 (inert ingredients 1 MG Oral Tablet) } Pack [Balziva 28 Day]
4492.0,100,5fu,fluorouracil
36453.0,75,sevolurane,sevoflurane
435.0,33,albuterol cfc free,albuterol
216253.0,17,cospot eye drop,Cosopt
196464.0,100,axid,Axid
8352.0,100,pirenzepine hydrochloride,pirenzepine
235398.0,25,berlosin,benoxinate hydrochloride
1306292.0,33,oral 4.0 df tablet,cobicistat 150 MG / elvitegravir 150 MG / emtricitabine 200 MG / tenofovir disoproxil fumarate 300 MG Oral Tablet
857118.0,56,hydrocodon-apap 7.5 500,acetaminophen 500 MG / hydrocodone bitartrate 7.5 MG Oral Tablet
9853.0,100,na,sodium
34482.0,100,imipenem cilastatin,cilastatin / imipenem
1372696.0,50,k2 plus d,Caltrate Plus D
840781.0,67,drospirenon og ethinylestradiol,drospirenone / ethinyl estradiol
1798453.0,33,"coolmetec 20 mg 12,5 oral 1 df film-coated tablet",acetaminophen 500 MG / dexbrompheniramine maleate 1 MG Oral Tablet
621.0,50,blind amantadine,amantadine sulfate
10600.0,25,timoferol,timolol
36567.0,50,simvastatina davur,simvastatin
35619.0,75,rifaxamin,rifaximin
795480.0,100,calicide,Calcidol
647121.0,83,levetiracetam 100mg/ml solution,5 ML levetiracetam 100 MG/ML Injection
9789.0,50,silver sulfa,silver nitrate
602844.0,100,benadryl cold and allergy,<NA>
372177.0,100,ferrous gluconate  tablet,ferrous gluconate Oral Tablet
213072.0,62,ex-lax regular strength stimulant laxative oral 4 df tablet,"sennosides, USP 15 MG Oral Tablet [Ex-Lax Regular Strength Pills]"
7986.0,100,penicillin,<NA>
18867.0,50,amlodipine/benzazepril,benazepril
352807.0,67,saline flush,<NA>
202433.0,100,tylen,Tylenol
261480.0,100,clobetasol-emollient,<NA>
1540053.0,50,metabolic vitamin,<NA>
89905.0,50,cvs multivitamin,<NA>
90963.0,67,cumin oil,<NA>
691734.0,40,anti-hypertensive therapy,<NA>
1191504.0,100,liposome bupivacaine,bupivacaine liposome
849494.0,67,coq10 liposomal ubiquinol,<NA>
203457.0,100,benadryl,Benadryl
310431.0,83,gabapentin oral 300.0 mg capsule,gabapentin 300 MG Oral Capsule
337535.0,100,revlimid,Revlimid
1551292.0,80,dulaglutide 1.5 mg,dulaglutide 1.5 MG/ML
2913.0,100,creatinine,creatinine
202508.0,50,nitrocor,Nitro-Dur
1223.0,33,atropina solfato novasorel,atropine
9853.0,100,na,sodium
,0,laxido,<NA>
312199.0,50,paclitaxel teva 6mg/ml concentrado para solucion perfusion 1 via intravenous solution for infusion,paclitaxel 6 MG/ML Injectable Solution
9853.0,100,na,sodium
310322.0,45,ferrous sulfate oral 210.0 mg capsule hard,ferrous sulfate 250 MG Extended Release Oral Capsule
202791.0,50,ritrovil,Retrovir
203245.0,100,depakine,Depakene
284635.0,67,fluticasone propionate salmeterol xinafoate,fluticasone / salmeterol
1593744.0,38,fishaphos 1 df capsule,cholecalciferol 3775 UNT / folic acid 1 MG Oral Capsule
226868.0,100,rabeprazole sodium,rabeprazole sodium
2556.0,75,citalpram,citalopram
4419.0,67,omega 3 fish oil;tocopheryl acetate,fish oils
82828.0,100,betaseron,Betaseron
2051910.0,50,prosteon supplement,<NA>
119565.0,100,tolterodine,tolterodine
318115.0,60,peg 3350 powder packet,<NA>
1362890.0,100,citral,citral
9853.0,100,na,sodium
8640.0,50,predriscone,prednisone
18346.0,50,cleamine a,artesunate
,0,300 mg injection,<NA>
1650142.0,67,doxycycline aurobindo dispertablet 100 mg,doxycycline monohydrate 100 MG Oral Tablet
388366.0,75,intravenous powder for solution infusion,<NA>
36567.0,100,simvastatin,simvastatin
7299.0,100,neomycin sulphate,neomycin
6185.0,100,labetalol,labetalol
1298944.0,100,pertuzumab,pertuzumab
1855322.0,75,nexium 10 mg,esomeprazole 10 MG [Nexium]
25188.0,100,flupenthixol,flupenthixol decanoate
1152446.0,67,cetirizine hydrochloride oral,cetirizine Oral Product
200095.0,80,irbesartan 150.0 mg tablet,irbesartan 150 MG Oral Tablet
216822.0,40,b/p me,<NA>
724910.0,88,buproprion xl,<NA>
1309301.0,100,pyrimethamine/sulfadiazine,pyrimethamine / sulfadiazine
9853.0,100,na,sodium
218365.0,100,micro -k,<NA>
9853.0,100,na,sodium
1314239.0,50,clobetasol prop,propylene
1191.0,50,baby aspirin,aspirin
27169.0,75,laflunomide,leflunomide
833709.0,88,tramadol oral 100.0 mg prolonged-release tablet,24 HR tramadol hydrochloride 100 MG Extended Release Oral Tablet
23663.0,38,doxycyclini hycla,doxycycline hyclate
19484.0,50,bisoprolol plus,bisoprolol
797426.0,100,naproxen + sumatriptan succinate,naproxen / sumatriptan
202955.0,75,robaxia,Robaxin
749787.0,75,lo/ovral  tablet,{21 (ethinyl estradiol 0.03 MG / norgestrel 0.3 MG Oral Tablet) / 7 (inert ingredients 1 MG Oral Tablet) } Pack [Lo/Ovral 28 Day]
214444.0,100,codeine\promethazine,codeine / promethazine
615106.0,80,sodium chloride 0.9 baxter,sodium chloride 0.154 MEQ/ML
204192.0,100,desyrell,<NA>
666375.0,31,osteobiflex regular str,<NA>
284635.0,88,fluticazone/salmeterol,fluticasone / salmeterol
,0,intravenous,<NA>
284635.0,44,salmoterol xinafoate + fluticasone prop,fluticasone / salmeterol
218772.0,100,norco,Norco
105694.0,100,epoetin alfa,epoetin alfa
9853.0,100,na,sodium
202554.0,50,ecosrpin,Ecotrin
