prod_ai,trade_name,nda_num
CHLORDIAZEPOXIDE HYDROCHLORIDE,CHLORDIAZEPOXIDE HYDROCHLORIDE,87231
CHLORDIAZEPOXIDE HYDROCHLORIDE,CHLORDIAZEPOXIDE HYDROCHLORIDE,86217
CHLORDIAZEPOXIDE HYDROCHLORIDE,CHLORDIAZEPOXIDE HYDROCHLORIDE,84886
CHLORDIAZEPOXIDE HYDROCHLORIDE,CHLORDIAZEPOXIDE HYDROCHLORIDE,84601
CHLORDIAZEPOXIDE HYDROCHLORIDE,CHLORDIAZEPOXIDE HYDROCHLORIDE,84887
CHLORDIAZEPOXIDE HYDROCHLORIDE,CHLORDIAZEPOXIDE HYDROCHLORIDE,85163
CHLORDIAZEPOXIDE HYDROCHLORIDE,CHLORDIAZEPOXIDE HYDROCHLORIDE,84598
CHLORDIAZEPOXIDE HYDROCHLORIDE,CHLORDIAZEPOXIDE HYDROCHLORIDE,85164
CHLORDIAZEPOXIDE HYDROCHLORIDE,CHLORDIAZEPOXIDE HYDROCHLORIDE,89533
CHLORDIAZEPOXIDE HYDROCHLORIDE,CHLORDIAZEPOXIDE HYDROCHLORIDE,89558
CHLORDIAZEPOXIDE HYDROCHLORIDE,CHLORDIAZEPOXIDE HYDROCHLORIDE,85155
CHLORDIAZEPOXIDE HYDROCHLORIDE,CHLORDIAZEPOXIDE HYDROCHLORIDE,84939
CHLORDIAZEPOXIDE HYDROCHLORIDE,CHLORDIAZEPOXIDE HYDROCHLORIDE,85144
CHLORDIAZEPOXIDE HYDROCHLORIDE,CHLORDIAZEPOXIDE HYDROCHLORIDE,84706
CHLORDIAZEPOXIDE HYDROCHLORIDE,CHLORDIAZEPOXIDE HYDROCHLORIDE,84700
CHLORDIAZEPOXIDE HYDROCHLORIDE,CHLORDIAZEPOXIDE HYDROCHLORIDE,84705
CHLORDIAZEPOXIDE HYDROCHLORIDE,CHLORDIAZEPOXIDE HYDROCHLORIDE,88987
CHLORDIAZEPOXIDE HYDROCHLORIDE,CHLORDIAZEPOXIDE HYDROCHLORIDE,88986
CHLORDIAZEPOXIDE HYDROCHLORIDE,CHLORDIAZEPOXIDE HYDROCHLORIDE,88988
CHLORDIAZEPOXIDE HYDROCHLORIDE,CHLORDIAZEPOXIDE HYDROCHLORIDE,88705
CHLORDIAZEPOXIDE HYDROCHLORIDE,CHLORDIAZEPOXIDE HYDROCHLORIDE,88706
CHLORDIAZEPOXIDE HYDROCHLORIDE,CHLORDIAZEPOXIDE HYDROCHLORIDE,86494
CHLORDIAZEPOXIDE HYDROCHLORIDE,CHLORDIAZEPOXIDE HYDROCHLORIDE,88707
CHLORDIAZEPOXIDE HYDROCHLORIDE,CHLORDIAZEPOXIDE HYDROCHLORIDE,84678
CHLORDIAZEPOXIDE HYDROCHLORIDE,CHLORDIAZEPOXIDE HYDROCHLORIDE,84919
CHLORDIAZEPOXIDE HYDROCHLORIDE,CHLORDIAZEPOXIDE HYDROCHLORIDE,84041
CHLORDIAZEPOXIDE HYDROCHLORIDE,CHLORDIAZEPOXIDE HYDROCHLORIDE,84920
CHLORDIAZEPOXIDE HYDROCHLORIDE,CHLORDIAZEPOXIDE HYDROCHLORIDE,84679
CHLORDIAZEPOXIDE HYDROCHLORIDE,CHLORDIAZEPOXIDE HYDROCHLORIDE,84823
CHLORDIAZEPOXIDE HYDROCHLORIDE,CHLORDIAZEPOXIDE HYDROCHLORIDE,84644
CHLORDIAZEPOXIDE HYDROCHLORIDE,CHLORDIAZEPOXIDE HYDROCHLORIDE,84623
CHLORDIAZEPOXIDE HYDROCHLORIDE,CHLORDIAZEPOXIDE HYDROCHLORIDE,84645
CHLORDIAZEPOXIDE HYDROCHLORIDE,CHLORDIAZEPOXIDE HYDROCHLORIDE,88129
CHLORDIAZEPOXIDE HYDROCHLORIDE,CHLORDIAZEPOXIDE HYDROCHLORIDE,88010
CHLORDIAZEPOXIDE HYDROCHLORIDE,CHLORDIAZEPOXIDE HYDROCHLORIDE,88130
CHLORDIAZEPOXIDE HYDROCHLORIDE,CHLORDIAZEPOXIDE HYDROCHLORIDE,86383
CHLORDIAZEPOXIDE HYDROCHLORIDE,CHLORDIAZEPOXIDE HYDROCHLORIDE,86294
CHLORDIAZEPOXIDE HYDROCHLORIDE,CHLORDIAZEPOXIDE HYDROCHLORIDE,86382
CHLORDIAZEPOXIDE HYDROCHLORIDE,CHLORDIAZEPOXIDE HYDROCHLORIDE,85014
CHLORDIAZEPOXIDE HYDROCHLORIDE,CHLORDIAZEPOXIDE HYDROCHLORIDE,85000
CHLORDIAZEPOXIDE HYDROCHLORIDE,CHLORDIAZEPOXIDE HYDROCHLORIDE,85294
CHLORDIAZEPOXIDE HYDROCHLORIDE; CLIDINIUM BROMIDE,CHLORDIAZEPOXIDE HYDROCHLORIDE AND CLIDINIUM BROMIDE,213530
CHLORDIAZEPOXIDE HYDROCHLORIDE; CLIDINIUM BROMIDE,CHLORDIAZEPOXIDE HYDROCHLORIDE AND CLIDINIUM BROMIDE,210579
CHLORDIAZEPOXIDE HYDROCHLORIDE; CLIDINIUM BROMIDE,CHLORDIAZEPOXIDE HYDROCHLORIDE AND CLIDINIUM BROMIDE,211421
CHLOROTRIANISENE,CHLOROTRIANISENE,84652
CHOLIC ACID,CHOLBAM,205750
CHOLIC ACID,CHOLBAM,205750
QUINIDINE SULFATE,CIN-QUIN,85296
QUINIDINE SULFATE,CIN-QUIN,85297
RESCINNAMINE,CINNASIL,84736
CINOXACIN,CINOBAC,18067
CINOXACIN,CINOBAC,18067
CINOXACIN,CINOXACIN,73005
CINOXACIN,CINOXACIN,73006
CITALOPRAM HYDROBROMIDE,CITALOPRAM HYDROBROMIDE,77668
CITALOPRAM HYDROBROMIDE,CITALOPRAM HYDROBROMIDE,77668
CITALOPRAM HYDROBROMIDE,CITALOPRAM HYDROBROMIDE,77668
ISOTRETINOIN,CLARAVIS,76356
ISOTRETINOIN,CLARAVIS,76135
ISOTRETINOIN,CLARAVIS,76135
ISOTRETINOIN,CLARAVIS,76135
LORATADINE,CLARITIN,21952
CLINDAMYCIN HYDROCHLORIDE,CLEOCIN,61809
CLINDAMYCIN HYDROCHLORIDE,CLEOCIN,61809
CLINDAMYCIN HYDROCHLORIDE,CLEOCIN HYDROCHLORIDE,50162
CLINDAMYCIN HYDROCHLORIDE,CLEOCIN HYDROCHLORIDE,50162
CLINDAMYCIN HYDROCHLORIDE,CLEOCIN HYDROCHLORIDE,50162
CLINDAMYCIN HYDROCHLORIDE,CLINDAMYCIN HYDROCHLORIDE,65442
CLINDAMYCIN HYDROCHLORIDE,CLINDAMYCIN HYDROCHLORIDE,65442
CLINDAMYCIN HYDROCHLORIDE,CLINDAMYCIN HYDROCHLORIDE,63029
CLINDAMYCIN HYDROCHLORIDE,CLINDAMYCIN HYDROCHLORIDE,63029
CLINDAMYCIN HYDROCHLORIDE,CLINDAMYCIN HYDROCHLORIDE,65194
CLINDAMYCIN HYDROCHLORIDE,CLINDAMYCIN HYDROCHLORIDE,65194
CLINDAMYCIN HYDROCHLORIDE,CLINDAMYCIN HYDROCHLORIDE,65243
CLINDAMYCIN HYDROCHLORIDE,CLINDAMYCIN HYDROCHLORIDE,65243
CLINDAMYCIN HYDROCHLORIDE,CLINDAMYCIN HYDROCHLORIDE,65243
CLINDAMYCIN HYDROCHLORIDE,CLINDAMYCIN HYDROCHLORIDE,207402
CLINDAMYCIN HYDROCHLORIDE,CLINDAMYCIN HYDROCHLORIDE,207402
CLINDAMYCIN HYDROCHLORIDE,CLINDAMYCIN HYDROCHLORIDE,207402
CLINDAMYCIN HYDROCHLORIDE,CLINDAMYCIN HYDROCHLORIDE,91225
CLINDAMYCIN HYDROCHLORIDE,CLINDAMYCIN HYDROCHLORIDE,91225
CLINDAMYCIN HYDROCHLORIDE,CLINDAMYCIN HYDROCHLORIDE,91225
CLINDAMYCIN HYDROCHLORIDE,CLINDAMYCIN HYDROCHLORIDE,65061
CLINDAMYCIN HYDROCHLORIDE,CLINDAMYCIN HYDROCHLORIDE,65061
CLINDAMYCIN HYDROCHLORIDE,CLINDAMYCIN HYDROCHLORIDE,63027
CLINDAMYCIN HYDROCHLORIDE,CLINDAMYCIN HYDROCHLORIDE,63082
CLINDAMYCIN HYDROCHLORIDE,CLINDAMYCIN HYDROCHLORIDE,63083
CLINDAMYCIN HYDROCHLORIDE,CLINDAMYCIN HYDROCHLORIDE,63083
CLINDAMYCIN HYDROCHLORIDE,CLINDAMYCIN HYDROCHLORIDE,65217
CLINDAMYCIN HYDROCHLORIDE,CLINDAMYCIN HYDROCHLORIDE,65217
CLINDAMYCIN HYDROCHLORIDE,CLINDAMYCIN HYDROCHLORIDE,65217
CLOFIBRATE,CLOFIBRATE,73396
CLOFIBRATE,CLOFIBRATE,72191
CLOFIBRATE,CLOFIBRATE,72600
CLOFIBRATE,CLOFIBRATE,70531
CLOFIBRATE,CLOFIBRATE,71603
CLOMIPRAMINE HYDROCHLORIDE,CLOMIPRAMINE HYDROCHLORIDE,213897
CLOMIPRAMINE HYDROCHLORIDE,CLOMIPRAMINE HYDROCHLORIDE,213897
CLOMIPRAMINE HYDROCHLORIDE,CLOMIPRAMINE HYDROCHLORIDE,213897
CLOMIPRAMINE HYDROCHLORIDE,CLOMIPRAMINE HYDROCHLORIDE,208632
CLOMIPRAMINE HYDROCHLORIDE,CLOMIPRAMINE HYDROCHLORIDE,208632
CLOMIPRAMINE HYDROCHLORIDE,CLOMIPRAMINE HYDROCHLORIDE,208632
CLOMIPRAMINE HYDROCHLORIDE,CLOMIPRAMINE HYDROCHLORIDE,212218
CLOMIPRAMINE HYDROCHLORIDE,CLOMIPRAMINE HYDROCHLORIDE,212218
CLOMIPRAMINE HYDROCHLORIDE,CLOMIPRAMINE HYDROCHLORIDE,212218
CLOMIPRAMINE HYDROCHLORIDE,CLOMIPRAMINE HYDROCHLORIDE,211364
CLOMIPRAMINE HYDROCHLORIDE,CLOMIPRAMINE HYDROCHLORIDE,211364
CLOMIPRAMINE HYDROCHLORIDE,CLOMIPRAMINE HYDROCHLORIDE,211364
CLOMIPRAMINE HYDROCHLORIDE,CLOMIPRAMINE HYDROCHLORIDE,209294
CLOMIPRAMINE HYDROCHLORIDE,CLOMIPRAMINE HYDROCHLORIDE,209294
CLOMIPRAMINE HYDROCHLORIDE,CLOMIPRAMINE HYDROCHLORIDE,209294
CLOMIPRAMINE HYDROCHLORIDE,CLOMIPRAMINE HYDROCHLORIDE,211767
CLOMIPRAMINE HYDROCHLORIDE,CLOMIPRAMINE HYDROCHLORIDE,211767
CLOMIPRAMINE HYDROCHLORIDE,CLOMIPRAMINE HYDROCHLORIDE,211767
CLOMIPRAMINE HYDROCHLORIDE,CLOMIPRAMINE HYDROCHLORIDE,213219
CLOMIPRAMINE HYDROCHLORIDE,CLOMIPRAMINE HYDROCHLORIDE,213219
CLOMIPRAMINE HYDROCHLORIDE,CLOMIPRAMINE HYDROCHLORIDE,213219
CLOMIPRAMINE HYDROCHLORIDE,CLOMIPRAMINE HYDROCHLORIDE,74947
CLOMIPRAMINE HYDROCHLORIDE,CLOMIPRAMINE HYDROCHLORIDE,74947
CLOMIPRAMINE HYDROCHLORIDE,CLOMIPRAMINE HYDROCHLORIDE,74947
CLOMIPRAMINE HYDROCHLORIDE,CLOMIPRAMINE HYDROCHLORIDE,74364
CLOMIPRAMINE HYDROCHLORIDE,CLOMIPRAMINE HYDROCHLORIDE,74953
CLOMIPRAMINE HYDROCHLORIDE,CLOMIPRAMINE HYDROCHLORIDE,74364
CLOMIPRAMINE HYDROCHLORIDE,CLOMIPRAMINE HYDROCHLORIDE,74953
CLOMIPRAMINE HYDROCHLORIDE,CLOMIPRAMINE HYDROCHLORIDE,74364
CLOMIPRAMINE HYDROCHLORIDE,CLOMIPRAMINE HYDROCHLORIDE,74953
CLOMIPRAMINE HYDROCHLORIDE,CLOMIPRAMINE HYDROCHLORIDE,74694
CLOMIPRAMINE HYDROCHLORIDE,CLOMIPRAMINE HYDROCHLORIDE,74694
CLOMIPRAMINE HYDROCHLORIDE,CLOMIPRAMINE HYDROCHLORIDE,74694
CLOMIPRAMINE HYDROCHLORIDE,CLOMIPRAMINE HYDROCHLORIDE,74849
CLOMIPRAMINE HYDROCHLORIDE,CLOMIPRAMINE HYDROCHLORIDE,74958
CLOMIPRAMINE HYDROCHLORIDE,CLOMIPRAMINE HYDROCHLORIDE,74849
CLOMIPRAMINE HYDROCHLORIDE,CLOMIPRAMINE HYDROCHLORIDE,74958
CLOMIPRAMINE HYDROCHLORIDE,CLOMIPRAMINE HYDROCHLORIDE,74849
CLOMIPRAMINE HYDROCHLORIDE,CLOMIPRAMINE HYDROCHLORIDE,74958
CLOMIPRAMINE HYDROCHLORIDE,CLOMIPRAMINE HYDROCHLORIDE,210653
CLOMIPRAMINE HYDROCHLORIDE,CLOMIPRAMINE HYDROCHLORIDE,210653
CLOMIPRAMINE HYDROCHLORIDE,CLOMIPRAMINE HYDROCHLORIDE,210653
CLOMIPRAMINE HYDROCHLORIDE,CLOMIPRAMINE HYDROCHLORIDE,212285
CLOMIPRAMINE HYDROCHLORIDE,CLOMIPRAMINE HYDROCHLORIDE,212285
CLOMIPRAMINE HYDROCHLORIDE,CLOMIPRAMINE HYDROCHLORIDE,212285
CLOMIPRAMINE HYDROCHLORIDE,CLOMIPRAMINE HYDROCHLORIDE,213221
CLOMIPRAMINE HYDROCHLORIDE,CLOMIPRAMINE HYDROCHLORIDE,213221
CLOMIPRAMINE HYDROCHLORIDE,CLOMIPRAMINE HYDROCHLORIDE,213221
CLOMIPRAMINE HYDROCHLORIDE,CLOMIPRAMINE HYDROCHLORIDE,74600
CLOMIPRAMINE HYDROCHLORIDE,CLOMIPRAMINE HYDROCHLORIDE,74751
CLOMIPRAMINE HYDROCHLORIDE,CLOMIPRAMINE HYDROCHLORIDE,74600
CLOMIPRAMINE HYDROCHLORIDE,CLOMIPRAMINE HYDROCHLORIDE,74751
CLOMIPRAMINE HYDROCHLORIDE,CLOMIPRAMINE HYDROCHLORIDE,74600
CLOMIPRAMINE HYDROCHLORIDE,CLOMIPRAMINE HYDROCHLORIDE,74751
CLOMIPRAMINE HYDROCHLORIDE,CLOMIPRAMINE HYDROCHLORIDE,208961
CLOMIPRAMINE HYDROCHLORIDE,CLOMIPRAMINE HYDROCHLORIDE,208961
CLOMIPRAMINE HYDROCHLORIDE,CLOMIPRAMINE HYDROCHLORIDE,208961
CLORAZEPATE DIPOTASSIUM,CLORAZEPATE DIPOTASSIUM,71777
CLORAZEPATE DIPOTASSIUM,CLORAZEPATE DIPOTASSIUM,71778
CLORAZEPATE DIPOTASSIUM,CLORAZEPATE DIPOTASSIUM,71779
CLORAZEPATE DIPOTASSIUM,CLORAZEPATE DIPOTASSIUM,71429
CLORAZEPATE DIPOTASSIUM,CLORAZEPATE DIPOTASSIUM,71430
CLORAZEPATE DIPOTASSIUM,CLORAZEPATE DIPOTASSIUM,71431
CLORAZEPATE DIPOTASSIUM,CLORAZEPATE DIPOTASSIUM,71742
CLORAZEPATE DIPOTASSIUM,CLORAZEPATE DIPOTASSIUM,71743
CLORAZEPATE DIPOTASSIUM,CLORAZEPATE DIPOTASSIUM,71744
CLORAZEPATE DIPOTASSIUM,CLORAZEPATE DIPOTASSIUM,71727
CLORAZEPATE DIPOTASSIUM,CLORAZEPATE DIPOTASSIUM,71728
CLORAZEPATE DIPOTASSIUM,CLORAZEPATE DIPOTASSIUM,71729
CLORAZEPATE DIPOTASSIUM,CLORAZEPATE DIPOTASSIUM,71509
CLORAZEPATE DIPOTASSIUM,CLORAZEPATE DIPOTASSIUM,71510
CLORAZEPATE DIPOTASSIUM,CLORAZEPATE DIPOTASSIUM,71511
CLORAZEPATE DIPOTASSIUM,CLORAZEPATE DIPOTASSIUM,71924
CLORAZEPATE DIPOTASSIUM,CLORAZEPATE DIPOTASSIUM,71925
CLORAZEPATE DIPOTASSIUM,CLORAZEPATE DIPOTASSIUM,71926
CLORAZEPATE DIPOTASSIUM,CLORAZEPATE DIPOTASSIUM,71549
CLORAZEPATE DIPOTASSIUM,CLORAZEPATE DIPOTASSIUM,71550
CLORAZEPATE DIPOTASSIUM,CLORAZEPATE DIPOTASSIUM,71522
CLORAZEPATE DIPOTASSIUM,CLORAZEPATE DIPOTASSIUM,72112
CLORAZEPATE DIPOTASSIUM,CLORAZEPATE DIPOTASSIUM,72112
CLORAZEPATE DIPOTASSIUM,CLORAZEPATE DIPOTASSIUM,72112
CLORAZEPATE DIPOTASSIUM,CLORAZEPATE DIPOTASSIUM,71242
CLORAZEPATE DIPOTASSIUM,CLORAZEPATE DIPOTASSIUM,71243
CLORAZEPATE DIPOTASSIUM,CLORAZEPATE DIPOTASSIUM,71244
CLORAZEPATE DIPOTASSIUM,CLORAZEPATE DIPOTASSIUM,71774
CLORAZEPATE DIPOTASSIUM,CLORAZEPATE DIPOTASSIUM,71775
CLORAZEPATE DIPOTASSIUM,CLORAZEPATE DIPOTASSIUM,71776
CLORAZEPATE DIPOTASSIUM,CLORAZEPATE DIPOTASSIUM,71878
CLORAZEPATE DIPOTASSIUM,CLORAZEPATE DIPOTASSIUM,71879
CLORAZEPATE DIPOTASSIUM,CLORAZEPATE DIPOTASSIUM,71860
TRIENTINE HYDROCHLORIDE,CLOVIQUE,209731
CLOXACILLIN SODIUM,CLOXACILLIN SODIUM,61452
CLOXACILLIN SODIUM,CLOXACILLIN SODIUM,61452
CLOXACILLIN SODIUM,CLOXACILLIN SODIUM,62240
CLOXACILLIN SODIUM,CLOXACILLIN SODIUM,62240
CLOXACILLIN SODIUM,CLOXAPEN,61806
CLOXACILLIN SODIUM,CLOXAPEN,62233
CLOXACILLIN SODIUM,CLOXAPEN,61806
CLOXACILLIN SODIUM,CLOXAPEN,62233
ACETAMINOPHEN; HYDROCODONE BITARTRATE,CO-GESIC,89360
ACETAMINOPHEN; ASPIRIN; CODEINE PHOSPHATE,"CODEINE, ASPIRIN, APAP FORMULA NO. 2",85640
ACETAMINOPHEN; ASPIRIN; CODEINE PHOSPHATE,"CODEINE, ASPIRIN, APAP FORMULA NO. 3",85639
ACETAMINOPHEN; ASPIRIN; CODEINE PHOSPHATE,"CODEINE, ASPIRIN, APAP FORMULA NO. 4",85638
TACRINE HYDROCHLORIDE,COGNEX,20070
TACRINE HYDROCHLORIDE,COGNEX,20070
TACRINE HYDROCHLORIDE,COGNEX,20070
TACRINE HYDROCHLORIDE,COGNEX,20070
BALSALAZIDE DISODIUM,COLAZAL,20610
COLCHICINE,COLCHICINE,208678
CABOZANTINIB S-MALATE,COMETRIQ,203756
CABOZANTINIB S-MALATE,COMETRIQ,203756
ASPIRIN; CAFFEINE; PROPOXYPHENE HYDROCHLORIDE,COMPOUND 65,84553
DUVELISIB,COPIKTRA,211155
DUVELISIB,COPIKTRA,211155
ISAVUCONAZONIUM SULFATE,CRESEMBA,207500
INDINAVIR SULFATE,CRIXIVAN,20685
INDINAVIR SULFATE,CRIXIVAN,20685
INDINAVIR SULFATE,CRIXIVAN,20685
INDINAVIR SULFATE,CRIXIVAN,20685
PENICILLAMINE,CUPRIMINE,19853
PENICILLAMINE,CUPRIMINE,19853
TETRACYCLINE HYDROCHLORIDE,CYCLOPAR,61725
TETRACYCLINE HYDROCHLORIDE,CYCLOPAR,62175
TETRACYCLINE HYDROCHLORIDE,CYCLOPAR,62332
TETRACYCLINE HYDROCHLORIDE,CYCLOPAR,61725
TETRACYCLINE HYDROCHLORIDE,CYCLOPAR,62332
CYCLOPHOSPHAMIDE,CYCLOPHOSPHAMIDE,207014
CYCLOPHOSPHAMIDE,CYCLOPHOSPHAMIDE,207014
CYCLOPHOSPHAMIDE,CYCLOPHOSPHAMIDE,211608
CYCLOPHOSPHAMIDE,CYCLOPHOSPHAMIDE,211608
CYCLOPHOSPHAMIDE,CYCLOPHOSPHAMIDE,203856
CYCLOPHOSPHAMIDE,CYCLOPHOSPHAMIDE,203856
CYCLOPHOSPHAMIDE,CYCLOPHOSPHAMIDE,209872
CYCLOPHOSPHAMIDE,CYCLOPHOSPHAMIDE,209872
CYCLOSPORINE,CYCLOSPORINE,65040
CYCLOSPORINE,CYCLOSPORINE,210721
CYCLOSPORINE,CYCLOSPORINE,210721
CYCLOSPORINE,CYCLOSPORINE,65040
CYCLOSPORINE,CYCLOSPORINE,210721
CYCLOSPORINE,CYCLOSPORINE,65110
CYCLOSPORINE,CYCLOSPORINE,65110
CYCLOSPORINE,CYCLOSPORINE,65110
CYCLOSPORINE,CYCLOSPORINE,65044
CYCLOSPORINE,CYCLOSPORINE,65044
CYCLOSPORINE,CYCLOSPORINE,65017
CYCLOSPORINE,CYCLOSPORINE,65017
CYSTEAMINE BITARTRATE,CYSTAGON,20392
CYSTEAMINE BITARTRATE,CYSTAGON,20392
GANCICLOVIR,CYTOVENE,20460
GANCICLOVIR,CYTOVENE,20460
DABIGATRAN ETEXILATE MESYLATE,DABIGATRAN ETEXILATE MESYLATE,208040
DABIGATRAN ETEXILATE MESYLATE,DABIGATRAN ETEXILATE MESYLATE,208040
DABIGATRAN ETEXILATE MESYLATE,DABIGATRAN ETEXILATE MESYLATE,207961
DABIGATRAN ETEXILATE MESYLATE,DABIGATRAN ETEXILATE MESYLATE,207961
FLURAZEPAM HYDROCHLORIDE,DALMANE,16721
FLURAZEPAM HYDROCHLORIDE,DALMANE,16721
DANAZOL,DANAZOL,71569
DANAZOL,DANAZOL,74582
DANAZOL,DANAZOL,74582
DANAZOL,DANAZOL,74582
DANAZOL,DANAZOL,77246
DANAZOL,DANAZOL,77246
DANAZOL,DANAZOL,77246
DANAZOL,DANOCRINE,17557
DANAZOL,DANOCRINE,17557
DANAZOL,DANOCRINE,17557
DANTROLENE SODIUM,DANTRIUM,17443
DANTROLENE SODIUM,DANTRIUM,17443
DANTROLENE SODIUM,DANTRIUM,17443
DANTROLENE SODIUM,DANTROLENE SODIUM,76686
DANTROLENE SODIUM,DANTROLENE SODIUM,76686
DANTROLENE SODIUM,DANTROLENE SODIUM,76686
DANTROLENE SODIUM,DANTROLENE SODIUM,76856
DANTROLENE SODIUM,DANTROLENE SODIUM,76856
DANTROLENE SODIUM,DANTROLENE SODIUM,76856
PROPOXYPHENE HYDROCHLORIDE,DARVON,10997
PROPOXYPHENE HYDROCHLORIDE,DARVON,10997
ASPIRIN; CAFFEINE; PROPOXYPHENE HYDROCHLORIDE,DARVON COMPOUND,10996
ASPIRIN; CAFFEINE; PROPOXYPHENE HYDROCHLORIDE,DARVON COMPOUND-65,10996
ASPIRIN; PROPOXYPHENE HYDROCHLORIDE,DARVON W/ ASA,10996
ASPIRIN; PROPOXYPHENE NAPSYLATE,DARVON-N W/ ASA,16829
DEMECLOCYCLINE HYDROCHLORIDE,DECLOMYCIN,50262
VITAMIN A PALMITATE,DEL-VI-A,80830
AMPHETAMINE ADIPATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE ADIPATE; DEXTROAMPHETAMINE SULFATE,DELCOBESE,83564
AMPHETAMINE ADIPATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE ADIPATE; DEXTROAMPHETAMINE SULFATE,DELCOBESE,83564
AMPHETAMINE ADIPATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE ADIPATE; DEXTROAMPHETAMINE SULFATE,DELCOBESE,83564
AMPHETAMINE ADIPATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE ADIPATE; DEXTROAMPHETAMINE SULFATE,DELCOBESE,83564
ERGOCALCIFEROL,DELTALIN,80884
METYROSINE,DEMSER,17871
VALPROIC ACID,DEPAKENE,18081
DEXTROAMPHETAMINE SULFATE,DEXAMPEX,85355
DEXTROMETHORPHAN HYDROBROMIDE; QUINIDINE SULFATE,DEXTROMETHORPHAN HYDROBROMIDE AND QUINIDINE SULFATE,202934
ACETAMINOPHEN; CAFFEINE; DIHYDROCODEINE BITARTRATE,DHC PLUS,88584
STIRIPENTOL,DIACOMIT,206709
STIRIPENTOL,DIACOMIT,206709
PHENOXYBENZAMINE HYDROCHLORIDE,DIBENZYLINE,8708
DICLOFENAC POTASSIUM,DICLOFENAC POTASSIUM,204648
DICLOFENAC POTASSIUM,DICLOFENAC POTASSIUM,210078
DICLOXACILLIN SODIUM,DICLOXACILLIN SODIUM,61454
DICLOXACILLIN SODIUM,DICLOXACILLIN SODIUM,61454
DICLOXACILLIN SODIUM,DICLOXACILLIN SODIUM,61454
DICLOXACILLIN SODIUM,DICLOXACILLIN SODIUM,62286
DICLOXACILLIN SODIUM,DICLOXACILLIN SODIUM,62286
DICUMAROL,DICUMAROL,5509
DICUMAROL,DICUMAROL,5509
DICYCLOMINE HYDROCHLORIDE,DICYCLOMINE HYDROCHLORIDE,84285
DICYCLOMINE HYDROCHLORIDE,DICYCLOMINE HYDROCHLORIDE,40319
DICYCLOMINE HYDROCHLORIDE,DICYCLOMINE HYDROCHLORIDE,89361
DICYCLOMINE HYDROCHLORIDE,DICYCLOMINE HYDROCHLORIDE,84505
DICYCLOMINE HYDROCHLORIDE,DICYCLOMINE HYDROCHLORIDE,83179
DICYCLOMINE HYDROCHLORIDE,DICYCLOMINE HYDROCHLORIDE,85082
DICYCLOMINE HYDROCHLORIDE,DICYCLOMINE HYDROCHLORIDE,40204
PHENYTOIN SODIUM,DILANTIN,84349
PHENYTOIN SODIUM,DILANTIN,84349
VALSARTAN,DIOVAN,20665
VALSARTAN,DIOVAN,20665
OLSALAZINE SODIUM,DIPENTUM,19715
DIPHENHYDRAMINE HYDROCHLORIDE,DIPHENHYDRAMINE HYDROCHLORIDE,80519
DIPHENHYDRAMINE HYDROCHLORIDE,DIPHENHYDRAMINE HYDROCHLORIDE,80519
DIPHENHYDRAMINE HYDROCHLORIDE,DIPHENHYDRAMINE HYDROCHLORIDE,83275
DIPHENHYDRAMINE HYDROCHLORIDE,DIPHENHYDRAMINE HYDROCHLORIDE,85701
DIPHENHYDRAMINE HYDROCHLORIDE,DIPHENHYDRAMINE HYDROCHLORIDE,85701
DIPHENHYDRAMINE HYDROCHLORIDE,DIPHENHYDRAMINE HYDROCHLORIDE,80832
DIPHENHYDRAMINE HYDROCHLORIDE,DIPHENHYDRAMINE HYDROCHLORIDE,80845
DIPHENHYDRAMINE HYDROCHLORIDE,DIPHENHYDRAMINE HYDROCHLORIDE,80832
DIPHENHYDRAMINE HYDROCHLORIDE,DIPHENHYDRAMINE HYDROCHLORIDE,80845
DIPHENHYDRAMINE HYDROCHLORIDE,DIPHENHYDRAMINE HYDROCHLORIDE,87914
DIPHENHYDRAMINE HYDROCHLORIDE,DIPHENHYDRAMINE HYDROCHLORIDE,84524
DIPHENHYDRAMINE HYDROCHLORIDE,DIPHENHYDRAMINE HYDROCHLORIDE,83953
DIPHENHYDRAMINE HYDROCHLORIDE,DIPHENHYDRAMINE HYDROCHLORIDE,80727
DIPHENHYDRAMINE HYDROCHLORIDE,DIPHENHYDRAMINE HYDROCHLORIDE,80738
DIPHENHYDRAMINE HYDROCHLORIDE,DIPHENHYDRAMINE HYDROCHLORIDE,83567
DIPHENHYDRAMINE HYDROCHLORIDE,DIPHENHYDRAMINE HYDROCHLORIDE,80807
DIPHENHYDRAMINE HYDROCHLORIDE,DIPHENHYDRAMINE HYDROCHLORIDE,80807
DIPHENHYDRAMINE HYDROCHLORIDE,DIPHENHYDRAMINE HYDROCHLORIDE,80762
DIPHENHYDRAMINE HYDROCHLORIDE,DIPHENHYDRAMINE HYDROCHLORIDE,80762
DIPHENHYDRAMINE HYDROCHLORIDE,DIPHENHYDRAMINE HYDROCHLORIDE,80868
DIPHENHYDRAMINE HYDROCHLORIDE,DIPHENHYDRAMINE HYDROCHLORIDE,80868
